Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2019,9,3,9,21,ENG - Waste Management & Resource Recovery,Transfer and Landfill Operations,Transfer Station & Recycling - General Inquiries,16##,NAPIER ST,Grandview-Woodland
2019,9,3,9,27,ENG - Streets,Streets Operations,Street - Repair,20##,E KENT AV SOUTH,Victoria-Fraserview
2019,9,3,9,28,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,9##,E 64TH AV,Sunset
2019,9,3,9,35,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,28##,EUCLID AV,Renfrew-Collingwood
2019,9,3,9,50,ENG - Streets,Streets Operations,Street - Repair,11##,DAVIE ST,West End
2019,9,3,9,53,ENG - Streets,Streets Operations,Pothole - Repair,11##,DAVIE ST,West End
2019,9,3,10,10,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,500, - 599 LILLOOET ST,Hastings-Sunrise
2019,9,3,10,23,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,32##,NEW BRIGHTON ROAD,Hastings-Sunrise
2019,9,3,10,42,ENG - Streets,Streets Operations,Street - Repair,46##,BLENHEIM ST,Dunbar-Southlands
2019,9,3,10,58,ENG - Water & Sewer,Sewers and Drainage Design,Sewer Design General Inquiries,36##,MOSCROP ST,Renfrew-Collingwood
2019,9,3,11,3,ENG - Streets,Streets Operations,Sidewalk - Repair,7##,E 20TH AV,Kensington-Cedar Cottage
2019,9,3,11,33,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,56##,STANLEY PARK DRIVE,
2019,9,3,11,40,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,35##,W 43RD AV,Dunbar-Southlands
2019,9,3,11,56,ENG - Streets,"Streets, Traffic and Electrical Operations",Pavement Marking - Repair,7##,PACIFIC BOULEVARD,Downtown
2019,9,3,11,58,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,45##,NANAIMO ST,Renfrew-Collingwood
2019,9,3,12,1,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,6##,E PENDER ST,Strathcona
2019,9,3,12,2,ENG - Streets,Streets Operations,Pothole - Repair,56##,MELBOURNE ST,Renfrew-Collingwood
2019,9,3,12,7,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,7##,CAMPBELL AV,
2019,9,3,12,8,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,21##,E PENDER ST,Grandview-Woodland
2019,9,3,12,11,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,##,W 15TH AV,Mount Pleasant
2019,9,3,12,13,ENG - Streets,Streets Operations,Sidewalk - Repair,0, - 99 KEEFER PLACE,Downtown
2019,9,3,12,14,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,12##,W 67TH AV,Marpole
2019,9,3,12,21,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,18##,STEPHENS ST,Kitsilano
2019,9,3,12,25,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,4##,W 12TH AV,Mount Pleasant
2019,9,3,12,29,ENG - Streets,Streets Operations,Sidewalk - Repair,8##,PACIFIC ST,Downtown
2019,9,3,12,32,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,25##,FRANKLIN ST,Hastings-Sunrise
2019,9,3,12,48,ENG - Streets,Streets Operations,Street - Repair,36##,DUNDAS ST,Hastings-Sunrise
2019,9,3,12,53,DBL - Licensing & Animal Services,License Office,Licence Payment Request Case,14##,E 20TH AV,Kensington-Cedar Cottage
2019,9,3,13,0,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,Intersection,HORNBY ST and W PENDER ST,Downtown
2019,9,3,13,5,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,Intersection,FREMLIN ST and W 52ND AV,Oakridge
2019,9,3,13,7,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,8##,W 52ND AV,Oakridge
2019,9,3,13,8,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,MACDONALD ST and W 5TH AV,Kitsilano
2019,9,3,13,15,ENG - Water & Sewer,Waterworks Operations,Water Meter Issue,34##,W 12TH AV,Kitsilano
2019,9,3,13,31,DBL - Inspections,Plumbing and Gas,Plumbing and Gas Inspection Cancellation Case,6##,E HASTINGS ST,Strathcona
2019,9,3,13,32,ENG - Streets,Streets Operations,Street - Repair,1##,E 10TH AV,Mount Pleasant
2019,9,3,13,33,Public Safety - Fire,Prevention,FPB_General Inquiry Case,24##,W 3RD AV,Kitsilano
2019,9,3,13,36,Public Safety - Fire,Prevention,FPB_General Inquiry Case,81##,CHAMPLAIN CRESCENT,Killarney
2019,9,3,13,39,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,Intersection,BOUNDARY ROAD and DUNDAS ST and N BOUNDARY ROAD,
2019,9,3,14,4,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,24##,E 6TH AV,Hastings-Sunrise
2019,9,3,14,11,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,65##,LAUREL ST,Oakridge
2019,9,3,14,12,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,13##,E 12TH AV,Kensington-Cedar Cottage
2019,9,3,14,19,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,Intersection,E 12TH AV and PENTICTON ST,Renfrew-Collingwood
2019,9,3,14,22,ENG - Streets,Streets Operations,Sidewalk - Repair,75##,JASPER CRESCENT,Victoria-Fraserview
2019,9,3,14,43,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,6##,SMITHE ST,Downtown
2019,9,3,15,4,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,2##,CASSIAR ST,Hastings-Sunrise
2019,9,3,15,12,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,35##,W 21ST AV,Dunbar-Southlands
2019,9,3,15,17,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,34##,PANDORA ST,Hastings-Sunrise
2019,9,3,15,22,Public Safety - Fire,Prevention,FPB_General Inquiry Case,18##,E 10TH AV,Kensington-Cedar Cottage
2019,9,3,15,27,ENG - Streets,"Streets, Traffic and Electrical Operations",Street and Traffic Light - Utility Damage,34##,VANNESS AV,Renfrew-Collingwood
2019,9,3,15,31,ENG - Streets,"Streets, Traffic and Electrical Operations",Street and Traffic Light - Utility Damage,34##,VANNESS AV,Renfrew-Collingwood
2019,9,3,15,32,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,24##,E 33RD AV,Renfrew-Collingwood
2019,9,3,15,48,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,64##,HUDSON ST,Oakridge
2019,9,3,15,49,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,7##,MALKIN AV,Strathcona
2019,9,3,15,50,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,7##,E 63RD AV,Sunset
2019,9,3,16,2,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,17##,W 61ST AV,Marpole
2019,9,3,16,2,DBL - Inspections,Building,Building Inspection Cancellation Case,39##,W 37TH AV,Dunbar-Southlands
2019,9,3,16,5,ENG - Streets,Streets Operations,Streets - General Issues,4##,BOUNDARY ROAD,Hastings-Sunrise
2019,9,3,16,8,ENG - Streets,Streets Operations,Streets - General Issues,1##,WATER ST,Downtown
2019,9,3,16,14,ENG - Office of the Deputy GM - Engineering,Kent Construction Supplies and Services,Snow and Ice Removal - Sidewalk Bylaw Inquiry,86##,LAUREL ST,Marpole
2019,9,3,16,16,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,##,E BROADWAY,Mount Pleasant
2019,9,3,16,19,DBL - Licensing & Animal Services,License Office,Gone Out of Business Case,67##,BUTLER ST,Killarney
2019,9,3,16,19,ENG - Streets,Streets Operations,Street - Repair,Intersection,COLLINGWOOD ST and SW MARINE DRIVE,Dunbar-Southlands
2019,9,3,16,24,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,65##,BALSAM ST,Kerrisdale
2019,9,3,16,33,Public Safety - Fire,Prevention,FPB_General Inquiry Case,40##,W 34TH AV,Dunbar-Southlands
2019,9,3,16,35,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,48##,ANGUS DRIVE,Shaughnessy
2019,9,3,16,44,ENG - Water & Sewer,Waterworks Operations,Water Service Locate Request,5##,UNION ST,Strathcona
2019,9,3,16,45,ENG - Streets,Streets Operations,Streets - General Issues,0, - 0 GEORGIA VIADUCT,
2019,9,3,16,55,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,19##,WINDERMERE ST,Hastings-Sunrise
2019,9,3,16,57,ENG - Streets,Streets Operations,Street - Repair,4##,E 55TH AV,Sunset
2019,9,3,17,4,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,12##,E 64TH AV,Sunset
2019,9,3,17,12,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,16##,W 49TH AV,Kerrisdale
2019,9,3,17,25,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,44##,W 10TH AV,West Point Grey
2019,9,3,17,38,ENG - Streets,Streets Operations,Sidewalk - Repair,16##,ALBERNI ST,West End
2019,9,3,17,45,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,11##,W 49TH AV,Oakridge
2019,9,3,18,6,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,27##,E KENT AV NORTH,Killarney
2019,9,3,18,23,ENG - Streets,Streets Operations,Sidewalk - Repair,24##,E 8TH AV,Hastings-Sunrise
2019,9,3,18,27,ENG - Streets,Streets Operations,Pothole - Repair,48##,DUNBAR ST,
2019,9,3,18,37,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,Intersection,E 6TH AV and ST. CATHERINES ST,Mount Pleasant
2019,9,3,18,43,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,61##,MAIN ST,Sunset
2019,9,3,18,57,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,100, - 199 N CASSIAR ST,Hastings-Sunrise
2019,9,3,19,2,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,5##,ATLANTIC ST,Strathcona
2019,9,3,19,4,DBL - Inspections,Property Use,PUI General Inquiry Case,31##,E 29TH AV,Renfrew-Collingwood
2019,9,3,19,35,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,10##,CHESTNUT ST,Kitsilano
2019,9,3,19,41,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,12##,HOWE ST,Downtown
2019,9,3,19,47,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,16##,FRANCES ST,Grandview-Woodland
2019,9,3,19,54,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,45##,W 15TH AV,West Point Grey
2019,9,3,20,18,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,7##,E 53RD AV,Sunset
2019,9,3,20,30,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,81##,OAK ST,Marpole
2019,9,3,20,42,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,22##,W 4TH AV,Kitsilano
2019,9,3,20,45,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,HAMILTON ST,Downtown
2019,9,3,21,15,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,61##,COMMERCIAL ST,Victoria-Fraserview
2019,9,3,21,17,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,Intersection,E HASTINGS ST and GORE AV,Strathcona
2019,9,3,21,19,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,Intersection,COLUMBIA ST and POWELL ST,Downtown
2019,9,3,21,20,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,Intersection,GORE AV and POWELL ST,Strathcona
2019,9,3,21,21,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,Intersection,GORE AV and POWELL ST,Strathcona
2019,9,4,7,32,ENG - Streets,Streets Operations,Streets - General Issues,4##,E BROADWAY,Mount Pleasant
2019,9,4,7,43,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,33##,E 27TH AV,Renfrew-Collingwood
2019,9,4,7,57,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,TRIMBLE ST and W 16TH AV,West Point Grey
2019,9,4,8,2,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,82##,BORDEN ST,Victoria-Fraserview
2019,9,4,8,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,20##,E 8TH AV,Grandview-Woodland
2019,9,4,8,50,ENG - Streets,Streets Operations,Street - Repair,47##,BELMONT AV,West Point Grey
2019,9,4,8,52,ENG - Streets,Streets Operations,Street - Repair,4000, - 4099 PRINCE EDWARD ST,Riley Park
2019,9,4,9,7,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,39##,W 16TH AV,West Point Grey
2019,9,4,9,14,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,20##,E 37TH AV,Kensington-Cedar Cottage
2019,9,4,9,27,ENG - Streets,Streets Operations,Sidewalk - Repair,12##,W 45TH AV,Oakridge
2019,9,4,9,40,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,4##,E 48TH AV,Sunset
2019,9,4,9,40,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,4##,E 48TH AV,Sunset
2019,9,4,9,41,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,Intersection,E BROADWAY and WINDERMERE ST,Hastings-Sunrise
2019,9,4,9,43,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,32##,W 28TH AV,Dunbar-Southlands
2019,9,4,9,47,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,22##,BALACLAVA ST,Kitsilano
2019,9,4,9,53,Public Safety - Fire,Prevention,FPB_General Inquiry Case,20##,W 10TH AV,Kitsilano
2019,9,4,9,55,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,22##,BALACLAVA ST,Kitsilano
2019,9,4,9,57,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 3RD AV and LAKEWOOD DRIVE,Grandview-Woodland
2019,9,4,9,57,ENG - Streets,Streets Operations,Sidewalk - Repair,4##,W 14TH AV,Mount Pleasant
2019,9,4,10,0,ENG - Streets,Streets Operations,Pothole - Repair,15##,W 2ND AV,Fairview
2019,9,4,10,29,Public Safety - Fire,Prevention,FPB_General Inquiry Case,4##,BURRARD ST,Downtown
2019,9,4,10,43,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,22##,W 13TH AV,Kitsilano
2019,9,4,10,43,DBL - Inspections,Property Use,PUI General Inquiry Case,17##,E GEORGIA ST,Grandview-Woodland
2019,9,4,10,43,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,30##,E 15TH AV,Renfrew-Collingwood
2019,9,4,10,58,ENG - Water & Sewer,Waterworks Operations,Water Service Locate Request,8##,E 38TH AV,Kensington-Cedar Cottage
2019,9,4,10,58,ENG - Streets,Streets Operations,Streets - General Issues,8##,GRANVILLE ST,Downtown
2019,9,4,11,0,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,57##,ALMA ST,Dunbar-Southlands
2019,9,4,11,2,ENG - Waste Management & Resource Recovery,Sanitation Operations,Collection Calendar Mail-Out Request,33##,W 3RD AV,Kitsilano
2019,9,4,11,10,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,75##,CAMBIE ST,Marpole
2019,9,4,11,23,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,18##,W 12TH AV,Kitsilano
2019,9,4,11,24,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,44##,W 16TH AV,West Point Grey
2019,9,4,11,31,ENG - Streets,Streets Operations,Pothole - Repair,6##,W 70TH AV,Marpole
2019,9,4,11,39,Public Safety - Fire,Prevention,FPB_General Inquiry Case,8##,HORNBY ST,Downtown
2019,9,4,11,55,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,26##,DUNDAS ST,Hastings-Sunrise
2019,9,4,11,56,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,32##,MATAPAN CRESCENT,Renfrew-Collingwood
2019,9,4,12,4,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,CAMBIE ST and W 50TH AV,Oakridge
2019,9,4,12,6,Public Safety - Fire,Prevention,FPB_General Inquiry Case,9##,E HASTINGS ST,Strathcona
2019,9,4,12,20,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,CLARK DRIVE and E 3RD AV,Grandview-Woodland
2019,9,4,12,25,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,66##,MAIN ST,Sunset
2019,9,4,12,27,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,6##,VICTORIA DRIVE,Grandview-Woodland
2019,9,4,12,40,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,MAPLE ST and OGDEN AV,Kitsilano
2019,9,4,12,46,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,28##,W 39TH AV,Arbutus-Ridge
2019,9,4,13,4,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,15##,W 2ND AV,Fairview
2019,9,4,13,6,DBL - Inspections,Electrical,Electrical Inspection Cancellation Case,4##,E HASTINGS ST,Strathcona
2019,9,4,13,8,Public Safety - Fire,Prevention,FPB_General Inquiry Case,2##,E GEORGIA ST,Strathcona
2019,9,4,13,12,ENG - Streets,Streets Operations,Sidewalk - Repair,40##,KNIGHT ST,Kensington-Cedar Cottage
2019,9,4,13,13,DBL - Inspections,Property Use,PUI Noise General Inquiry Case,34##,COMMERCIAL ST,Kensington-Cedar Cottage
2019,9,4,13,13,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,7##,RAYMUR AV,Strathcona
2019,9,4,13,14,ENG - Streets,Streets Operations,Streets - General Issues,9##,CLARK DRIVE,Grandview-Woodland
2019,9,4,13,17,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,53##,CECIL ST,Renfrew-Collingwood
2019,9,4,13,29,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,23##,E HASTINGS ST,Grandview-Woodland
2019,9,4,13,31,ENG - Streets,Streets Operations,Sidewalk - Repair,27##,HEATHER ST,Fairview
2019,9,4,13,37,ENG - Streets,"Streets, Traffic and Electrical Operations",Street and Traffic Light - Utility Damage,12##,W 67TH AV,Marpole
2019,9,4,13,39,DBL - Inspections,Electrical,Electrical Inspection Cancellation Case,4##,E HASTINGS ST,Strathcona
2019,9,4,13,40,DBL - Licensing & Animal Services,License Office,Licence Payment Request Case,29##,W 41ST AV,Dunbar-Southlands
2019,9,4,13,41,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,15##,W 62ND AV,Marpole
2019,9,4,13,46,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,29##,W 28TH AV,Dunbar-Southlands
2019,9,4,13,48,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,18##,W 16TH AV,Shaughnessy
2019,9,4,13,54,DBL - Inspections,Electrical,Electrical Inspection Cancellation Case,22##,WAVERLEY AV,Victoria-Fraserview
2019,9,4,14,24,ENG - Water & Sewer,Waterworks Operations,Water General Work Request,63##,FLEMING ST,Victoria-Fraserview
2019,9,4,14,25,ENG - Streets,Streets Operations,Sidewalk - Repair,22##,ALMA ST,Kitsilano
2019,9,4,14,30,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,26##,DUNDAS ST,Hastings-Sunrise
2019,9,4,14,36,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,11##,W 47TH AV,Oakridge
2019,9,4,14,40,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,29##,W 35TH AV,Dunbar-Southlands
2019,9,4,14,49,DBL - Inspections,Property Use,PUI General Inquiry Case,##,E HASTINGS ST,Downtown
2019,9,4,14,55,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,2##,E 6TH AV,Mount Pleasant
2019,9,4,15,8,ENG - Streets,Streets Operations,Street - Repair,3300, - 3399 SLOCAN ST,Renfrew-Collingwood
2019,9,4,15,15,ENG - Water & Sewer,Waterworks Operations,Water Work Site Complaint,9##,E 22ND AV,Kensington-Cedar Cottage
2019,9,4,15,24,ENG - Waste Management & Resource Recovery,Transfer and Landfill Operations,Transfer Station & Recycling - General Inquiries,4##,W 12TH AV,Mount Pleasant
2019,9,4,15,30,DBL - Inspections,Building,Building Inspection Cancellation Case,1##,W 2ND AV,Mount Pleasant
2019,9,4,15,40,ENG - Streets,Streets Operations,Sidewalk - Repair,41##,W 12TH AV,West Point Grey
