Corridor Name,StartStreetName,EndStreetName,Route No.,District,Inspector,Side of Street,Type of Street,Clean Corridor,Fiscal Year,Quarter of Inspection,Year/Month,Date of Inspection,Start Time,End Time,Sweeping Day(s),Sweeping Time(s),streetclean_cleanto5,1.1 Litter Count,2.1,2.1 Litter Count,2.2,2.3,2.4,2.5,avg_graffiti,3.2,3.3,4.1,4.2,perc_cleanaroundtrashbin,4.4,4.5,4.6,4.0 Pass?,5.1,5.2,5.3,5.4
Ocean,Capitol,Manor,38,7,MNC,South,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/6/2007 0:00,3:00 PM,Not Recorded,Not Recorded,Not Recorded,1.93,N/A,1.25,N/A,97.7,0.1,No,No,0,2.2,2,75.00%,75.00%,50.00%,100.00%,100.00%,100.00%,No,93.3,93.3,100,100
Ocean,Capitol,Phelan,37,7,MNC,North,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/6/2007 0:00,4:00 PM,Not Recorded,Not Recorded,Not Recorded,1.7,N/A,1.37,N/A,97,0.23,No,No,0,3.2,22.2,75.00%,75.00%,75.00%,100.00%,100.00%,100.00%,No,70.5,70.5,93.2,93.2
Ocean,Capitol,Phelan,37,7,MNC,South,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/6/2007 0:00,3:00 PM,Not Recorded,Not Recorded,Not Recorded,1.85,N/A,1.2,N/A,97.8,0,No,No,0,5.2,13.8,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,73.2,73.2,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,Southeast,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/28/2007 0:00,2:00 PM,2:45 PM,Not Recorded,Not Recorded,1.25,N/A,1.13,N/A,97.3,0,Yes,Yes,0,10.5,32,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,93.2,93.2,97.7,97.7
West Portal,Ulloa,14th Avenue,39,7,MNC,Northwest,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/28/2007 0:00,2:00 PM,2:45 PM,Not Recorded,Not Recorded,1.39,N/A,1.07,N/A,96.9,0,No,Yes,3.5,13,46,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,68,68,100,100
Diamond,Chenery,Monterey,33,8,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/24/2007 0:00,4:30 PM,Not Recorded,Not Recorded,Not Recorded,1.22,N/A,1.11,N/A,98,0,Yes,Yes,0.33,0.67,10.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Diamond,Monterey,Bosworth,33,8,MNC,East,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/24/2007 0:00,4:30 PM,Not Recorded,Not Recorded,Not Recorded,1,N/A,1,N/A,98.8,0,Yes,Yes,0,3,5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,18th Street,22nd Street,28,9,MNC,East,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/30/2007 0:00,2:00 PM,5:00 PM,Not Recorded,Not Recorded,1.63,N/A,1.44,N/A,96.3,0,No,No,1.75,33.5,47.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.5,95.5,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/30/2007 0:00,2:00 PM,5:00 PM,Not Recorded,Not Recorded,2.06,N/A,1.88,N/A,95.9,0,No,No,0.25,50.25,56,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,77.3,77.3,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/22/2007 0:00,4:30 PM,6:00 PM,Not Recorded,Not Recorded,1.4,N/A,1.05,N/A,96.8,0.15,No,No,0.2,9.8,42,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,72.5,72.5,98,98
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/22/2007 0:00,4:30 PM,6:00 PM,Not Recorded,Not Recorded,1.35,N/A,1.2,N/A,96.7,0.15,No,No,5,8,24.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.3,76.3,100,100
San Bruno,Silver,Wayland,22,10,MNC,East,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/24/2007 0:00,3:00 PM,Not Recorded,Not Recorded,Not Recorded,1.2,N/A,1.07,N/A,97.8,0,No,No,0.6,2.4,5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,73.8,73.8,100,100
San Bruno,Silver,Wayland,22,10,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/24/2007 0:00,3:00 PM,4:00 PM,Not Recorded,Not Recorded,1.73,N/A,1.27,N/A,97.3,0.13,No,No,0.2,2.8,12.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,30,30,100,100
Mission,Excelsior,France,34,11,MNC,East,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/13/2007 0:00,3:00 PM,4:45 PM,Not Recorded,Not Recorded,1.3,N/A,1.16,N/A,98.5,0.15,No,No,0,10,40.5,66.70%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Mission,Excelsior,France,34,11,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/13/2007 0:00,3:00 PM,4:45 PM,Not Recorded,Not Recorded,1.98,N/A,1.45,N/A,98.1,0.93,No,No,0,14,17.6,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,63.2,63.2,92.1,100
Mission,France,Rolph,35,11,MNC,East,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/13/2007 0:00,4:45 PM,6:30 PM,Not Recorded,Not Recorded,1.73,N/A,1.36,N/A,97.4,0.46,No,No,1.5,10.5,25.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,41.7,41.7,95.8,100
Mission,France,Rolph,35,11,MNC,West,Commercial,Yes,2007-2008,Q1,2008-03-Sep,9/13/2007 0:00,4:45 PM,6:30 PM,Not Recorded,Not Recorded,1.96,N/A,1.81,N/A,97.6,0,No,No,0.5,5.25,17,100.00%,100.00%,50.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Anza,25th Avenue,30th Avenue,2,1,MNC,South,Residential,No,2007-2008,Q2,2008-04-Oct,10/25/2007 0:00,11:00 AM,12:00 PM,Not Recorded,Not Recorded,1.7,N/A,1.1,N/A,97.2,0,No,No,0,3.4,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,50,100,100
Clement,21st Avenue,26th Avenue,1,1,MNC,South,Commercial,No,2007-2008,Q2,2008-04-Oct,10/25/2007 0:00,12:30 PM,1:30 PM,Not Recorded,Not Recorded,1.4,N/A,1.1,N/A,96.9,0,No,No,0,4,14,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Fillmore,Union,Chestnut,3,2,MNC,East,Commercial,No,2007-2008,Q2,2008-04-Oct,10/25/2007 0:00,1:30 PM,2:40 PM,Not Recorded,Not Recorded,1.88,N/A,1.13,N/A,97.2,0,Yes,Yes,0,7.5,11.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,86.7,86.7,100,100
Franklin,Broadway,Greenwich,4,2,MNC,East,Residential,No,2007-2008,Q2,2008-04-Oct,10/19/2007 0:00,12:15 PM,1:30 PM,Not Recorded,Not Recorded,1.5,N/A,1,N/A,97.7,0.3,Yes,Yes,0,2.8,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,75,100,100
Battery,Union,Broadway,5,3,MNC,East,Commercial,No,2007-2008,Q2,2008-04-Oct,10/15/2007 0:00,3:00 PM,4:30 PM,Not Recorded,Not Recorded,1,N/A,1,N/A,97.8,0,Yes,Yes,0,7.67,0,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2007-2008,Q2,2008-04-Oct,10/16/2007 0:00,8:00 AM,9:00 AM,Not Recorded,Not Recorded,2.33,N/A,1.6,N/A,96.7,0.27,No,No,0,10.8,5.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,41.7,41.7,91.7,91.7
Lincoln,30th Avenue,35th Avenue,8,4,MNC,South,Residential,No,2007-2008,Q2,2008-04-Oct,10/25/2007 0:00,9:30 AM,10:30 AM,Not Recorded,Not Recorded,1.6,N/A,1.3,N/A,96.8,0.1,No,No,0,2.8,2.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,75,75
Taraval,19th Avenue,24th Avenue,42,4,MNC,North,Commercial,No,2007-2008,Q2,2008-04-Oct,10/18/2007 0:00,2:15 PM,1:30 PM,Not Recorded,Not Recorded,1.1,N/A,1,N/A,97.8,0.07,Yes,Yes,0,1.2,4.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Post,California,9,5,MNC,West,Commercial,No,2007-2008,Q2,2008-04-Oct,10/15/2007 0:00,12:00 PM,1:30 PM,Not Recorded,Not Recorded,2.13,N/A,1.38,N/A,96.6,0,No,No,0.25,8.75,9.5,75.00%,75.00%,50.00%,100.00%,100.00%,100.00%,No,77.5,77.5,100,100
Webster,Ellis,Fulton,10,5,MNC,West,Residential,No,2007-2008,Q2,2008-04-Oct,10/16/2007 0:00,9:30 AM,10:30 AM,Not Recorded,Not Recorded,2.5,N/A,2,N/A,95.4,0,No,No,0,2.8,2,100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,No,67.7,67.7,93.5,93.5
16th Street,Guerrero,Capp,11,6,MNC,South,Commercial,No,2007-2008,Q2,2008-04-Oct,10/23/2007 0:00,4:00 PM,5:00 PM,Not Recorded,Not Recorded,2.07,N/A,1.87,N/A,96.8,0.07,No,No,0,3.67,5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,62.5,62.5,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,Southeast,Residential,No,2007-2008,Q2,2008-04-Oct,10/15/2007 0:00,4:15 PM,5:15 PM,Not Recorded,Not Recorded,1.54,N/A,1.23,N/A,96.9,0,No,No,0.33,12,17,100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,No,89.4,89.4,100,100
Monterey,San Rafael,Santa Clara,14,7,MNC,South,Residential,No,2007-2008,Q2,2008-04-Oct,10/30/2007 0:00,10:30 AM,12:00 PM,Not Recorded,Not Recorded,1,N/A,1.1,N/A,98,0,Yes,Yes,0,0.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,14th Avenue,19th Avenue,13,7,MNC,North,Commercial,No,2007-2008,Q2,2008-04-Oct,10/18/2007 0:00,1:00 PM,2:15 PM,Not Recorded,Not Recorded,1,N/A,1.3,N/A,97.6,0.1,Yes,No,0,3.4,17,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Market,Laguna,Noe,15,8,MNC,Southeast,Commercial,No,2007-2008,Q2,2008-04-Oct,10/22/2007 0:00,2:00 PM,3:30 PM,Not Recorded,Not Recorded,1.57,N/A,1.24,N/A,97.6,0,No,No,0.25,3.75,17,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Noe,Market,Duboce,16,8,MNC,West,Residential,No,2007-2008,Q2,2008-04-Oct,10/17/2007 0:00,2:30 PM,4:00 PM,Not Recorded,Not Recorded,1.18,N/A,1,N/A,97.2,0,No,Yes,0.4,2.4,2,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,North,Commercial,No,2007-2008,Q2,2008-04-Oct,10/17/2007 0:00,12:30 PM,2:00 PM,Not Recorded,Not Recorded,1.42,N/A,1.25,N/A,96.8,0,No,No,0.75,5,4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,79.3,79.3,93.1,93.1
Silver,Barneveld,Dunsmuir,18,9,MNC,North,Residential,No,2007-2008,Q2,2008-04-Oct,10/17/2007 0:00,8:00 AM,9:15 AM,Not Recorded,Not Recorded,2,N/A,1.87,N/A,96.8,0.2,No,No,0,1.4,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.8,58.8,94.1,100
16th Street,De Haro,Potrero,19,10,MNC,North,Commercial,No,2007-2008,Q2,2008-04-Oct,10/24/2007 0:00,3:00 PM,4:00 PM,Not Recorded,Not Recorded,1.95,N/A,1.55,N/A,96.4,0,No,No,0,5.2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.3,83.3,100,100
Blanken,Tunnel,Gillette,20,10,MNC,South,Residential,No,2007-2008,Q2,2008-04-Oct,10/17/2007 0:00,9:30 AM,10:45 AM,Not Recorded,Not Recorded,2.2,N/A,1.8,N/A,95.8,0,Yes,No,0,0.4,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,25,50,87.5
Brazil,Mission,Edinburgh,22,11,MNC,South,Residential,No,2007-2008,Q2,2008-04-Oct,10/9/2007 0:00,10:00 AM,11:15 AM,Not Recorded,Not Recorded,2.8,N/A,2.6,N/A,94.8,0,No,No,0,2.8,9.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,100,100
Randolph,Orizaba,Arch,21,11,MNC,North,Commercial,No,2007-2008,Q2,2008-04-Oct,10/16/2007 0:00,11:00 AM,12:00 PM,Not Recorded,Not Recorded,2.5,N/A,2.1,N/A,95.8,0,No,No,0,2,1.4,25.00%,25.00%,25.00%,100.00%,75.00%,100.00%,No,40,40,80,95
Clement,5th Avenue,10th Avenue,15,1,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,9:30 AM,11:30 AM,Not Recorded,Not Recorded,2.7,N/A,2.1,N/A,95.3,0,No,No,0,0.6,15.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,50,50,100,100
Clement,Arguello,5th Avenue,14,1,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,9:30 AM,11:30 AM,Not Recorded,Not Recorded,1.25,N/A,1.5,N/A,95.9,0,No,No,0,4.25,10.25,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,12:00 PM,1:30 PM,Not Recorded,Not Recorded,2.25,N/A,2.15,N/A,95.7,0,No,No,0,6.6,30,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.8,81.8,100,100
Geary,Arguello,7th Avenue,10,1,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,2:00 PM,3:00 PM,Not Recorded,Not Recorded,1.75,N/A,1.75,N/A,96.9,0.3,No,No,0,3,21.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,36.8,36.8,94.7,100
Chestnut,Fillmore,Divisadero,6,2,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,6:30 PM,8:00 PM,Not Recorded,Not Recorded,1.16,N/A,1.12,N/A,97.8,0,No,No,0.2,0.8,4.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,96.7,96.7,100,100
Columbus,Powell,Pacific,1,3,MNC,Southwest,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,10:30 AM,12:00 PM,Not Recorded,Not Recorded,2.23,N/A,1.87,N/A,96,0,No,No,0,4.2,12.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,96,96,100,100
Grant,Broadway,California,2,3,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,12:00 PM,1:15 PM,Not Recorded,Not Recorded,1.9,N/A,1.73,N/A,96.8,0.6,Yes,No,0,10.25,17.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Kearny,Columbus,California,7,3,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,8:45 AM,10:30 AM,Not Recorded,Not Recorded,2.2,N/A,1.9,N/A,96.5,0,No,No,0,6.8,8.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Larkin,O'Farrell,Sacramento,5,3,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,1:40 PM,3:00 PM,Not Recorded,Not Recorded,2.13,N/A,2,N/A,95.5,0,No,No,0,10.75,10.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,91.7,91.7
Polk,California,Broadway,8,3,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,4:30 PM,6:00 PM,Not Recorded,Not Recorded,1.45,N/A,1.25,N/A,97.5,0,No,No,0,2.4,9.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,92,92,92,92
Stockton,Green,Sacramento,3,3,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/20/2007 0:00,10:00 AM,11:30 AM,Not Recorded,Not Recorded,2.6,N/A,2.3,N/A,96.4,0,No,No,0.2,4.4,27.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Irving,19th Avenue,25th Avenue,40,4,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/14/2007 0:00,2:00 PM,3:15 PM,Not Recorded,Not Recorded,2.45,N/A,2.1,N/A,95.6,0,No,No,0.4,6.4,17,100.00%,87.50%,87.50%,100.00%,100.00%,100.00%,No,88.9,88.9,100,100
Taraval,18th Avenue,23rd Avenue,42,4,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/14/2007 0:00,11:30 AM,1:00 PM,Not Recorded,Not Recorded,1.6,N/A,1.6,N/A,96.9,0.3,Yes,No,0,1,6.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Divisadero,Geary,McAllister,12,5,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,3:30 PM,4:45 PM,Not Recorded,Not Recorded,2.15,N/A,1.9,N/A,96,0,No,No,1,3.2,22,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,88.2,88.2,94.1,94.1
Divisadero,Haight,McAllister,13,5,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,5:00 PM,6:30 PM,Not Recorded,Not Recorded,1.85,N/A,1.75,N/A,96.6,0,No,No,0.8,11,21.6,75.00%,100.00%,75.00%,100.00%,100.00%,100.00%,No,100,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,South,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,8:15 AM,9:45 AM,Not Recorded,Not Recorded,2.6,N/A,2.27,N/A,95.2,0.6,No,No,0.6,58.6,67.6,87.50%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Haight,Webster,Divisadero,17,5,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/6/2007 0:00,6:45 PM,8:00 PM,Not Recorded,Not Recorded,2.27,N/A,1.93,N/A,96.2,1.47,No,No,0,9.8,32.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,39.6,37.7,43.4,43.4
Irving,6th Avenue,Funston,41,5,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/14/2007 0:00,3:30 PM,5:00 PM,Not Recorded,Not Recorded,1.85,N/A,1.65,N/A,96.7,0,No,No,0,0.6,18.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.2,95.2,100,100
16th Street,Valencia,Folsom,24,6,MNC,South,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/21/2007 0:00,3:00 PM,4:30 PM,Not Recorded,Not Recorded,2.9,N/A,2.57,N/A,95.1,0,No,No,2.4,4,9,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,58.8,58.8,100,100
Geary,Jones,Van Ness,9,6,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/20/2007 0:00,12:00 PM,1:30 PM,Not Recorded,Not Recorded,2.6,N/A,2.33,N/A,95.8,0.2,No,No,0.2,23.4,88.4,100.00%,75.00%,75.00%,100.00%,100.00%,100.00%,No,86.7,86.7,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/28/2007 0:00,9:00 AM,10:30 AM,Not Recorded,Not Recorded,2,N/A,2.15,N/A,97,0.4,No,No,0.2,12,21.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.3,76.3,100,100
Polk,California,O'Farrell,8,6,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/7/2007 0:00,3:00 PM,4:15 PM,Not Recorded,Not Recorded,2.2,N/A,2,N/A,95.9,0,No,No,0.8,14,14.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,91.7,91.7,100,100
Ocean,Capitol,Manor,38,7,MNC,South,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/13/2007 0:00,4:15 PM,5:30 PM,Not Recorded,Not Recorded,1.55,N/A,1.4,N/A,97.3,0,No,No,0,1.2,10.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,90.9,90.9,100,100
Ocean,Capitol,Phelan,37,7,MNC,South,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/13/2007 0:00,3:00 PM,4:15 PM,Not Recorded,Not Recorded,1.93,N/A,1.73,N/A,96.7,0,No,No,0,1.6,16.6,75.00%,25.00%,50.00%,100.00%,75.00%,100.00%,No,82.9,82.9,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,Northwest,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/14/2007 0:00,10:00 AM,11:00 AM,Not Recorded,Not Recorded,2.43,N/A,2.17,N/A,96.8,0,Yes,Yes,0.5,15.5,54,100.00%,75.00%,75.00%,100.00%,100.00%,100.00%,No,93.8,93.8,100,100
18th Street,Church,Dolores,25,8,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/28/2007 0:00,10:00 AM,12:30 PM,Not Recorded,Not Recorded,1.75,N/A,1,N/A,97,0,Yes,Yes,0,2,3,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/21/2007 0:00,4:45 PM,6:15 PM,Not Recorded,Not Recorded,2.33,N/A,2.13,N/A,96,1.07,No,No,0,2.8,8,100.00%,100.00%,88.90%,100.00%,100.00%,100.00%,Yes,72.2,72.2,100,100
Diamond,Chenery,Monterey,33,8,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/28/2007 0:00,Not Recorded,Not Recorded,Not Recorded,Not Recorded,2,N/A,1.56,N/A,96.8,0.11,Yes,No,0,0.67,11.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,66.7,66.7,100,100
24th Street,Folsom,Valencia,31,9,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/20/2007 0:00,6:30 PM,8:00 PM,Not Recorded,Not Recorded,2.4,N/A,2.3,N/A,96.6,0,No,No,2.4,6.8,24.8,83.30%,83.30%,83.30%,100.00%,100.00%,100.00%,No,62.8,62.8,100,100
24th Street,Potrero,Folsom,30,9,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/20/2007 0:00,5:00 PM,6:30 PM,Not Recorded,Not Recorded,2.4,N/A,2.2,N/A,95.4,0.35,No,No,3,8.2,23.2,100.00%,50.00%,50.00%,100.00%,100.00%,100.00%,No,77.8,77.8,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/28/2007 0:00,10:00 AM,11:00 AM,Not Recorded,Not Recorded,2.38,N/A,2,N/A,96.7,0,Yes,No,0.75,12.25,45.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.8,81.8,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/21/2007 0:00,1:00 PM,2:15 PM,Not Recorded,Not Recorded,2.5,N/A,2.15,N/A,96.1,0.4,No,No,2,12.4,40.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,72.5,72.5,100,100
Potrero,20th Street,25th Street,32,9,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/21/2007 0:00,11:00 AM,12:30 PM,Not Recorded,Not Recorded,2.13,N/A,1.93,N/A,96.3,0,No,No,0.4,10,16.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,78.3,78.3,100,100
3rd Street,20th Street,Evans,19,10,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/27/2007 0:00,10:00 AM,12:00 PM,Not Recorded,Not Recorded,2.28,N/A,2.16,N/A,96.1,0.04,No,No,0,9.2,23.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,74.2,74.2,96,96
3rd Street,Evans,Quesada,20,10,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/27/2007 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.52,N/A,2.13,N/A,96.3,0,Yes,No,0,1.8,9.4,92.30%,84.60%,76.90%,100.00%,100.00%,100.00%,No,73.5,73.5,97.1,97.1
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/27/2007 0:00,6:00 PM,7:30 PM,Not Recorded,Not Recorded,1.75,N/A,1.65,N/A,97.1,0,No,No,0.2,2.2,6,100.00%,50.00%,50.00%,100.00%,100.00%,100.00%,No,80.9,80.9,95.7,95.7
Leland,Bayshore,Cora,23,10,MNC,South,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/27/2007 0:00,4:00 PM,5:15 PM,Not Recorded,Not Recorded,2.9,N/A,2.57,N/A,95.1,0,No,No,2.4,4,9,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,58.8,58.8,100,100
San Bruno,Silver,Wayland,22,10,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/27/2007 0:00,2:30 PM,3:30 PM,Not Recorded,Not Recorded,2,N/A,1.93,N/A,96.5,0,No,No,3.2,4.4,13.6,100.00%,100.00%,66.70%,100.00%,100.00%,100.00%,Yes,80.5,80.5,100,100
Geneva,Alemany,Naples,36,11,MNC,North,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/13/2007 0:00,12:15 PM,1:45 PM,Not Recorded,Not Recorded,2.28,N/A,1.95,N/A,96.5,0.33,Yes,No,0,10.4,20.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,64.3,64.3,100,100
Mission,Excelsior,France,34,11,MNC,East,Commercial,Yes,2007-2008,Q2,2008-05-Nov,11/13/2007 0:00,9:00 AM,10:30 AM,Not Recorded,Not Recorded,2.27,N/A,2.07,N/A,96.6,0.82,No,No,0,14.2,27.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,66.7,66.7,100,100
